ubigeo,departamento,provincia,distrito,n_ipress,total_atenciones,total_atendidos
190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,1,17.0,14.0
190301,PASCO,OXAPAMPA,OXAPAMPA,7,26867.0,11450.0
190302,PASCO,OXAPAMPA,CHONTABAMBA,1,56.0,56.0
190303,PASCO,OXAPAMPA,HUANCABAMBA,8,2574.0,1715.0
190304,PASCO,OXAPAMPA,PALCAZU,1,188.0,185.0
190305,PASCO,OXAPAMPA,POZUZO,13,723.0,671.0
190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,1,513.0,319.0
190307,PASCO,OXAPAMPA,VILLA RICA,10,6994.0,6370.0
190308,PASCO,OXAPAMPA,CONSTITUCION,12,1193.0,1190.0
200101,PIURA,PIURA,PIURA,7,141618.0,131699.0
200104,PIURA,PIURA,CASTILLA,9,61594.0,37754.0
200105,PIURA,PIURA,CATACAOS,3,2793.0,2772.0
200110,PIURA,PIURA,LA UNION,1,2139.0,2132.0
200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,2,23644.0,23307.0
200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,1.0,1.0
200401,PIURA,MORROPON,CHULUCANAS,2,19508.0,13824.0
200501,PIURA,PAITA,PAITA,2,30362.0,27361.0
200601,PIURA,SULLANA,SULLANA,7,49067.0,47675.0
200701,PIURA,TALARA,PARIÑAS,4,41671.0,39580.0
200801,PIURA,SECHURA,SECHURA,1,24.0,21.0
210101,PUNO,PUNO,PUNO,9,141019.0,66525.0
210102,PUNO,PUNO,ACORA,2,456.0,363.0
210201,PUNO,AZANGARO,AZANGARO,1,4893.0,4697.0
210301,PUNO,CARABAYA,MACUSANI,1,9848.0,5333.0
210401,PUNO,CHUCUITO,JULI,2,2082.0,1578.0
210402,PUNO,CHUCUITO,DESAGUADERO,1,436.0,207.0
210501,PUNO,EL COLLAO,ILAVE,1,4606.0,4461.0
210601,PUNO,HUANCANE,HUANCANE,1,2775.0,2775.0
210701,PUNO,LAMPA,LAMPA,2,3669.0,2411.0
210801,PUNO,MELGAR,AYAVIRI,2,5093.0,4861.0
211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,1,1210.0,1210.0
211101,PUNO,SAN ROMAN,JULIACA,5,81356.0,75214.0
211201,PUNO,SANDIA,SANDIA,1,1779.0,1708.0
211301,PUNO,YUNGUYO,YUNGUYO,1,3595.0,2286.0
220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,5,142158.0,56555.0
220102,SAN MARTIN,MOYOBAMBA,CALZADA,1,3555.0,1654.0
220103,SAN MARTIN,MOYOBAMBA,HABANA,1,38.0,22.0
220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,5,3857.0,2262.0
220105,SAN MARTIN,MOYOBAMBA,SORITOR,3,8730.0,7691.0
220106,SAN MARTIN,MOYOBAMBA,YANTALO,1,1595.0,1059.0
220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,1,21084.0,10219.0
220203,SAN MARTIN,BELLAVISTA,BAJO BIAVO,1,112.0,108.0
220205,SAN MARTIN,BELLAVISTA,SAN PABLO,1,300.0,274.0
220301,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,1,6673.0,4783.0
220303,SAN MARTIN,EL DORADO,SAN MARTIN,1,504.0,383.0
220401,SAN MARTIN,HUALLAGA,SAPOSOA,2,6354.0,4229.0
220403,SAN MARTIN,HUALLAGA,EL ESLABON,1,1149.0,515.0
220405,SAN MARTIN,HUALLAGA,SACANCHE,1,947.0,536.0
220501,SAN MARTIN,LAMAS,LAMAS,1,12926.0,6935.0
220502,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,2,1073.0,801.0
220503,SAN MARTIN,LAMAS,BARRANQUITA,1,462.0,333.0
220504,SAN MARTIN,LAMAS,CAYNARACHI,1,1964.0,1353.0
220505,SAN MARTIN,LAMAS,CUÑUMBUQUI,1,810.0,780.0
220510,SAN MARTIN,LAMAS,TABALOSOS,1,3317.0,1788.0
220601,SAN MARTIN,MARISCAL CACERES,JUANJUI,2,42518.0,25548.0
220602,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,1,24.0,24.0
220603,SAN MARTIN,MARISCAL CACERES,HUICUNGO,1,363.0,236.0
220701,SAN MARTIN,PICOTA,PICOTA,1,1348.0,969.0
220703,SAN MARTIN,PICOTA,CASPIZAPA,1,254.0,47.0
220705,SAN MARTIN,PICOTA,PUCACACA,1,56.0,54.0
220707,SAN MARTIN,PICOTA,SAN HILARION,1,280.0,57.0
220708,SAN MARTIN,PICOTA,SHAMBOYACU,1,120.0,56.0
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,2,37.0,32.0
220710,SAN MARTIN,PICOTA,TRES UNIDOS,1,109.0,48.0
220801,SAN MARTIN,RIOJA,RIOJA,4,49965.0,22221.0
220802,SAN MARTIN,RIOJA,AWAJUN,1,1918.0,1740.0
220803,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,1,6605.0,540.0
220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,3,18222.0,10276.0
220805,SAN MARTIN,RIOJA,PARDO MIGUEL,1,5351.0,3799.0
220806,SAN MARTIN,RIOJA,POSIC,1,4.0,4.0
220807,SAN MARTIN,RIOJA,SAN FERNANDO,1,608.0,363.0
220808,SAN MARTIN,RIOJA,YORONGOS,1,1.0,1.0
220809,SAN MARTIN,RIOJA,YURACYACU,1,648.0,533.0
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,11,317496.0,103675.0
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,1,1986.0,1837.0
220907,SAN MARTIN,SAN MARTIN,HUIMBAYOC,1,819.0,555.0
220908,SAN MARTIN,SAN MARTIN,JUAN GUERRA,1,220.0,152.0
220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,4,20899.0,12905.0
220910,SAN MARTIN,SAN MARTIN,MORALES,1,21211.0,9453.0
220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,1,992.0,798.0
220912,SAN MARTIN,SAN MARTIN,SAN ANTONIO,1,184.0,144.0
220913,SAN MARTIN,SAN MARTIN,SAUCE,1,1673.0,1364.0
221001,SAN MARTIN,TOCACHE,TOCACHE,1,31471.0,15196.0
221005,SAN MARTIN,TOCACHE,UCHIZA,1,2.0,2.0
230101,TACNA,TACNA,TACNA,6,41115.0,33459.0
230102,TACNA,TACNA,ALTO DE LA ALIANZA,1,1354.0,840.0
230103,TACNA,TACNA,CALANA,1,162333.0,33707.0
230104,TACNA,TACNA,CIUDAD NUEVA,1,1023.0,947.0
230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN L.,1,2115.0,1078.0
230302,TACNA,JORGE BASADRE,ILABAYA,1,13003.0,10110.0
240101,TUMBES,TUMBES,TUMBES,5,138266.0,54396.0
240102,TUMBES,TUMBES,CORRALES,1,363.0,295.0
240103,TUMBES,TUMBES,LA CRUZ,1,65.0,65.0
240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,1,14.0,14.0
240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,2,2887.0,2378.0
240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,1,5.0,4.0
240301,TUMBES,ZARUMILLA,ZARUMILLA,2,2868.0,2571.0
240302,TUMBES,ZARUMILLA,AGUAS VERDES,1,841.0,324.0
240304,TUMBES,ZARUMILLA,PAPAYAL,2,27.0,21.0
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,5,157593.0,83767.0
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,1,23.0,15.0
250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,2,28779.0,25087.0
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,1,6382.0,3268.0
250201,UCAYALI,ATALAYA,RAIMONDI,1,1010.0,553.0
250301,UCAYALI,PADRE ABAD,PADRE ABAD,1,255.0,170.0
